xmin	ymin	xmax	ymax	breed
0	0	498	429	cocker-spaniel
31	25	393	307	cocker-spaniel
18	20	397	361	cocker-spaniel
30	78	327	331	cocker-spaniel
73	0	347	287	cocker-spaniel
55	21	398	362	sussex-spaniel
1	51	309	498	sussex-spaniel
0	0	315	438	sussex-spaniel
125	42	436	332	sussex-spaniel
59	40	188	195	sussex-spaniel
34	29	176	230	sussex-spaniel
21	32	322	225	sussex-spaniel
5	5	262	230	sussex-spaniel
91	35	337	291	sussex-spaniel
192	29	375	266	sussex-spaniel
12	22	291	241	sussex-spaniel
16	25	246	299	sussex-spaniel
0	17	167	183	sussex-spaniel
7	6	248	166	sussex-spaniel
61	26	246	287	sussex-spaniel
33	18	329	283	sussex-spaniel
97	16	376	429	sussex-spaniel
71	39	366	279	sussex-spaniel
22	13	199	277	sussex-spaniel
158	95	311	210	sussex-spaniel
41	23	490	479	sussex-spaniel
0	2	393	332	sussex-spaniel
32	11	177	199	sussex-spaniel
75	43	261	189	sussex-spaniel
39	18	197	176	sussex-spaniel
33	33	248	339	sussex-spaniel
8	32	297	488	sussex-spaniel
0	15	162	181	sussex-spaniel
2	3	147	178	sussex-spaniel
56	27	549	663	sussex-spaniel
15	22	464	471	sussex-spaniel
65	23	239	319	sussex-spaniel
45	44	249	207	sussex-spaniel
102	27	411	496	sussex-spaniel
11	45	238	233	sussex-spaniel
0	35	294	498	sussex-spaniel
19	19	727	480	sussex-spaniel
69	1	453	452	sussex-spaniel
27	251	224	492	sussex-spaniel
17	43	717	417	sussex-spaniel
279	153	541	529	sussex-spaniel
42	18	422	659	sussex-spaniel
22	64	246	350	sussex-spaniel
152	150	351	269	sussex-spaniel
199	102	354	318	sussex-spaniel
264	15	487	206	sussex-spaniel
597	71	1050	659	sussex-spaniel
34	0	396	319	sussex-spaniel
132	13	446	485	sussex-spaniel
144	10	520	522	sussex-spaniel
238	101	472	454	sussex-spaniel
0	68	479	523	sussex-spaniel
120	10	357	268	sussex-spaniel
206	148	555	538	sussex-spaniel
409	242	592	521	sussex-spaniel
223	101	550	344	sussex-spaniel
25	229	589	859	sussex-spaniel
38	19	704	576	sussex-spaniel
438	268	537	376	sussex-spaniel
192	24	426	298	sussex-spaniel
1	94	450	598	sussex-spaniel
125	46	453	333	sussex-spaniel
165	44	387	453	sussex-spaniel
0	0	415	326	sussex-spaniel
96	90	603	513	sussex-spaniel
281	120	455	281	sussex-spaniel
65	61	464	318	sussex-spaniel
177	24	478	333	sussex-spaniel
304	241	594	535	sussex-spaniel
4	18	964	897	sussex-spaniel
48	39	510	555	sussex-spaniel
515	0	608	208	sussex-spaniel
11	45	381	467	sussex-spaniel
254	165	336	320	sussex-spaniel
0	10	526	343	sussex-spaniel
34	60	585	595	sussex-spaniel
96	81	420	444	sussex-spaniel
153	212	379	412	sussex-spaniel
195	102	492	417	sussex-spaniel
134	208	438	509	sussex-spaniel
67	15	300	319	sussex-spaniel
46	7	388	310	sussex-spaniel
36	28	432	366	sussex-spaniel
17	194	250	502	sussex-spaniel
279	222	430	421	sussex-spaniel
201	29	564	402	sussex-spaniel
10	26	298	405	sussex-spaniel
93	43	676	510	sussex-spaniel
261	50	394	246	sussex-spaniel
37	76	257	337	sussex-spaniel
86	20	404	314	sussex-spaniel
8	8	194	273	sussex-spaniel
47	21	323	485	sussex-spaniel
201	74	508	524	sussex-spaniel
60	62	302	426	sussex-spaniel
136	28	445	341	sussex-spaniel
517	1	614	210	sussex-spaniel
1	0	477	371	sussex-spaniel
0	136	526	530	sussex-spaniel
102	59	484	594	sussex-spaniel
228	29	627	370	sussex-spaniel
1	36	612	603	sussex-spaniel
95	31	655	613	sussex-spaniel
0	0	548	598	sussex-spaniel
218	385	498	652	sussex-spaniel
26	20	296	211	sussex-spaniel
52	31	533	538	sussex-spaniel
71	84	272	441	sussex-spaniel
106	156	348	501	sussex-spaniel
153	94	798	598	sussex-spaniel
47	31	644	304	sussex-spaniel
297	15	545	232	sussex-spaniel
53	91	373	498	sussex-spaniel
1	6	307	363	sussex-spaniel
3	8	379	444	sussex-spaniel
124	75	284	406	sussex-spaniel
21	11	283	328	sussex-spaniel
8	32	1022	808	sussex-spaniel
93	45	294	388	sussex-spaniel
57	31	549	562	sussex-spaniel
0	9	698	637	sussex-spaniel
106	400	1411	969	sussex-spaniel
154	185	361	468	sussex-spaniel
193	70	372	325	sussex-spaniel
27	34	368	321	sussex-spaniel
199	33	987	794	sussex-spaniel
1	29	791	779	sussex-spaniel
209	29	376	305	sussex-spaniel
238	51	664	546	sussex-spaniel
8	224	255	455	sussex-spaniel
15	54	310	436	sussex-spaniel
0	67	406	317	sussex-spaniel
83	6	473	419	sussex-spaniel
134	16	605	588	sussex-spaniel
7	20	383	569	sussex-spaniel
293	8	534	219	sussex-spaniel
0	120	498	748	sussex-spaniel
156	41	638	423	sussex-spaniel
233	426	498	676	sussex-spaniel
67	107	450	353	sussex-spaniel
149	114	557	455	sussex-spaniel
53	45	296	328	sussex-spaniel
31	6	804	1269	sussex-spaniel
0	25	623	404	sussex-spaniel
141	142	676	459	sussex-spaniel
246	57	1133	876	sussex-spaniel
26	34	539	316	sussex-spaniel
194	1	528	340	sussex-spaniel
65	69	447	436	sussex-spaniel
67	45	331	555	sussex-spaniel
46	15	497	427	sussex-spaniel
0	277	1657	1719	irish-water-spaniel
0	0	409	373	irish-water-spaniel
0	0	499	374	irish-water-spaniel
55	165	345	412	irish-water-spaniel
259	213	359	452	irish-water-spaniel
0	26	320	498	irish-water-spaniel
17	10	139	253	irish-water-spaniel
75	203	338	388	irish-water-spaniel
100	21	305	470	irish-water-spaniel
51	1	278	271	irish-water-spaniel
0	2	384	372	irish-water-spaniel
80	195	300	496	irish-water-spaniel
7	30	388	628	irish-water-spaniel
174	82	367	398	irish-water-spaniel
2	42	418	373	irish-water-spaniel
14	39	598	708	irish-water-spaniel
1	43	386	328	irish-water-spaniel
3	1	498	488	irish-water-spaniel
0	42	419	374	irish-water-spaniel
38	24	142	144	irish-water-spaniel
0	10	428	374	irish-water-spaniel
69	58	257	239	irish-water-spaniel
34	36	272	382	irish-water-spaniel
162	68	1840	1501	irish-water-spaniel
67	89	391	300	irish-water-spaniel
0	41	262	399	irish-water-spaniel
1	77	290	425	irish-water-spaniel
81	51	264	275	irish-water-spaniel
20	258	376	798	irish-water-spaniel
57	0	207	245	irish-water-spaniel
85	52	416	510	irish-water-spaniel
0	49	453	374	irish-water-spaniel
2	18	322	374	irish-water-spaniel
211	184	405	477	irish-water-spaniel
0	19	221	236	irish-water-spaniel
46	13	328	498	irish-water-spaniel
28	11	165	140	irish-water-spaniel
20	29	388	265	irish-water-spaniel
196	64	405	374	irish-water-spaniel
23	14	168	137	irish-water-spaniel
111	46	1721	1429	irish-water-spaniel
152	76	1995	1507	irish-water-spaniel
81	1	468	346	irish-water-spaniel
211	126	390	344	irish-water-spaniel
94	92	462	478	irish-water-spaniel
23	19	179	227	irish-water-spaniel
1	59	395	374	irish-water-spaniel
183	125	365	393	irish-water-spaniel
240	114	499	265	irish-water-spaniel
2	41	345	368	irish-water-spaniel
51	2	499	374	irish-water-spaniel
10	14	236	308	irish-water-spaniel
0	33	220	349	irish-water-spaniel
0	0	149	214	irish-water-spaniel
143	147	328	393	irish-water-spaniel
42	2	284	179	irish-water-spaniel
31	24	270	266	irish-water-spaniel
14	2	264	210	irish-water-spaniel
206	25	2087	1659	irish-water-spaniel
118	121	243	293	irish-water-spaniel
6	1	149	169	irish-water-spaniel
196	106	720	577	irish-water-spaniel
107	76	304	435	irish-water-spaniel
0	18	231	359	irish-water-spaniel
197	107	445	386	irish-water-spaniel
4	20	134	218	irish-water-spaniel
1	12	348	444	irish-water-spaniel
150	37	443	380	irish-water-spaniel
19	19	218	243	irish-water-spaniel
35	153	378	701	irish-water-spaniel
7	6	298	240	irish-water-spaniel
292	0	750	598	irish-water-spaniel
9	3	443	308	irish-water-spaniel
45	34	509	383	irish-water-spaniel
18	106	263	331	irish-water-spaniel
0	19	440	374	irish-water-spaniel
18	1	499	373	irish-water-spaniel
54	35	213	213	irish-water-spaniel
20	3	379	282	irish-water-spaniel
24	5	131	134	irish-water-spaniel
0	12	139	252	irish-water-spaniel
21	0	187	190	irish-water-spaniel
38	1	179	219	irish-water-spaniel
5	34	339	303	irish-water-spaniel
112	28	373	498	irish-water-spaniel
1	8	238	193	irish-water-spaniel
17	44	199	299	irish-water-spaniel
5	4	439	591	irish-water-spaniel
47	57	247	332	irish-water-spaniel
0	33	309	261	irish-water-spaniel
23	14	169	169	irish-water-spaniel
11	5	158	169	irish-water-spaniel
46	200	320	498	irish-water-spaniel
0	48	230	374	irish-water-spaniel
0	199	2735	1727	irish-water-spaniel
0	67	298	326	irish-water-spaniel
80	0	499	373	irish-water-spaniel
53	56	369	332	irish-water-spaniel
76	35	373	486	irish-water-spaniel
92	29	237	114	irish-water-spaniel
19	29	196	276	irish-water-spaniel
235	70	353	214	irish-water-spaniel
8	12	345	491	irish-water-spaniel
9	12	207	200	irish-water-spaniel
45	91	229	446	irish-water-spaniel
51	0	499	374	irish-water-spaniel
26	11	279	285	irish-water-spaniel
15	7	188	240	irish-water-spaniel
53	28	245	193	irish-water-spaniel
81	35	413	374	irish-water-spaniel
2	3	122	203	irish-water-spaniel
6	36	285	216	irish-water-spaniel
24	51	458	369	irish-water-spaniel
19	13	231	188	irish-water-spaniel
53	10	223	210	irish-water-spaniel
61	46	232	322	irish-water-spaniel
0	2	390	374	irish-water-spaniel
2	1	239	335	irish-water-spaniel
2	20	325	463	irish-water-spaniel
0	1	168	188	irish-water-spaniel
77	11	478	372	irish-water-spaniel
6	4	128	163	irish-water-spaniel
11	42	170	240	irish-water-spaniel
259	21	438	299	irish-water-spaniel
24	8	398	505	irish-water-spaniel
9	6	209	247	irish-water-spaniel
98	8	279	288	irish-water-spaniel
63	19	401	712	irish-water-spaniel
181	51	437	472	irish-water-spaniel
19	17	430	490	irish-water-spaniel
47	21	331	268	irish-water-spaniel
131	17	310	461	irish-water-spaniel
3	12	184	157	irish-water-spaniel
80	11	499	373	irish-water-spaniel
13	2	167	226	irish-water-spaniel
93	51	426	374	irish-water-spaniel
45	3	391	299	irish-water-spaniel
69	26	178	254	irish-water-spaniel
6	62	514	798	irish-water-spaniel
47	15	200	317	irish-water-spaniel
130	212	598	730	irish-water-spaniel
69	52	256	469	irish-water-spaniel
14	14	355	319	irish-water-spaniel
26	30	253	220	irish-water-spaniel
17	1	456	477	irish-water-spaniel
9	67	798	570	irish-water-spaniel
54	48	293	368	irish-water-spaniel
106	63	390	428	irish-water-spaniel
30	9	197	149	irish-water-spaniel
53	7	432	332	irish-water-spaniel
80	0	499	374	kuvasz
53	0	499	374	kuvasz
128	123	320	266	kuvasz
87	35	262	348	kuvasz
300	168	456	329	kuvasz
157	9	357	374	kuvasz
0	0	315	498	kuvasz
45	68	454	298	kuvasz
202	149	345	253	kuvasz
132	96	382	287	kuvasz
43	65	317	343	kuvasz
0	0	499	374	kuvasz
43	73	397	339	kuvasz
77	24	381	461	kuvasz
42	26	353	318	kuvasz
0	36	438	342	kuvasz
161	136	343	300	kuvasz
9	2	198	191	kuvasz
0	15	499	370	kuvasz
53	6	284	405	kuvasz
2	14	320	140	kuvasz
0	150	242	498	kuvasz
0	0	373	491	kuvasz
58	151	330	498	kuvasz
0	64	497	344	kuvasz
161	51	303	294	kuvasz
14	19	285	249	kuvasz
0	248	236	492	kuvasz
37	2	411	374	kuvasz
42	15	384	325	kuvasz
0	32	481	374	kuvasz
1	30	164	151	kuvasz
15	23	468	264	kuvasz
223	134	354	314	kuvasz
71	26	465	498	kuvasz
0	35	372	324	kuvasz
111	48	324	374	kuvasz
29	35	452	237	kuvasz
28	4	155	128	kuvasz
5	13	234	188	kuvasz
145	131	312	342	kuvasz
147	96	415	299	kuvasz
100	89	418	324	kuvasz
128	145	276	385	kuvasz
73	125	330	450	kuvasz
7	42	339	170	kuvasz
23	27	272	209	kuvasz
58	28	499	324	kuvasz
190	100	334	348	kuvasz
47	70	483	498	kuvasz
2	18	242	219	kuvasz
86	5	498	373	kuvasz
157	61	418	292	kuvasz
110	2	454	373	kuvasz
13	23	256	234	kuvasz
100	59	432	373	kuvasz
1	0	498	422	kuvasz
150	29	499	373	kuvasz
19	22	786	642	kuvasz
101	3	498	315	kuvasz
79	44	439	399	kuvasz
156	242	437	415	kuvasz
86	190	342	411	kuvasz
263	64	391	298	kuvasz
1	17	312	374	kuvasz
51	79	229	366	kuvasz
180	146	375	287	kuvasz
6	43	499	322	kuvasz
279	89	481	374	kuvasz
0	22	439	474	kuvasz
62	51	339	267	kuvasz
9	17	182	165	kuvasz
174	72	339	259	kuvasz
129	4	420	374	kuvasz
0	44	719	478	kuvasz
44	108	499	282	kuvasz
124	31	424	301	kuvasz
75	135	314	336	kuvasz
112	29	441	302	kuvasz
62	72	213	388	kuvasz
191	191	333	374	kuvasz
103	210	388	487	kuvasz
0	110	325	486	kuvasz
44	74	257	242	kuvasz
0	120	176	461	kuvasz
160	200	1121	857	kuvasz
0	181	342	498	kuvasz
26	19	312	323	kuvasz
118	163	270	338	kuvasz
136	101	443	262	kuvasz
62	48	288	447	kuvasz
8	42	571	396	kuvasz
14	26	193	174	kuvasz
192	65	346	307	kuvasz
2	129	296	483	kuvasz
112	119	348	317	kuvasz
83	23	499	374	kuvasz
97	102	400	175	kuvasz
154	63	445	374	kuvasz
205	106	420	485	kuvasz
2	0	373	498	kuvasz
111	187	221	441	kuvasz
257	168	372	291	kuvasz
39	108	499	281	kuvasz
0	0	146	161	kuvasz
134	94	371	412	kuvasz
6	14	194	141	kuvasz
38	50	161	168	kuvasz
4	0	212	210	kuvasz
36	16	209	161	kuvasz
45	21	359	283	kuvasz
0	30	409	436	kuvasz
126	111	360	275	kuvasz
171	40	288	332	kuvasz
9	9	167	146	kuvasz
130	100	285	340	kuvasz
65	24	360	289	kuvasz
166	168	237	317	kuvasz
45	0	388	300	kuvasz
147	99	336	221	kuvasz
0	105	357	478	kuvasz
0	111	320	445	kuvasz
98	21	347	270	kuvasz
1	0	249	241	kuvasz
27	23	383	308	kuvasz
187	150	449	255	kuvasz
2	42	330	373	kuvasz
48	71	263	436	kuvasz
2	131	455	803	kuvasz
30	9	135	163	kuvasz
0	87	427	805	kuvasz
69	57	232	207	kuvasz
13	31	483	361	kuvasz
28	123	347	498	kuvasz
454	29	806	535	kuvasz
8	18	280	248	kuvasz
5	16	241	171	kuvasz
0	0	499	327	kuvasz
32	23	430	485	kuvasz
136	17	332	272	kuvasz
53	25	499	324	kuvasz
256	92	488	228	kuvasz
244	62	417	213	kuvasz
131	51	312	345	kuvasz
186	64	479	288	kuvasz
17	19	471	329	kuvasz
27	222	311	498	kuvasz
143	228	262	293	kuvasz
34	41	561	487	kuvasz
26	25	479	327	kuvasz
7	60	498	339	schipperke
181	86	347	218	schipperke
7	12	251	349	schipperke
105	10	330	312	schipperke
0	20	373	498	schipperke
84	66	288	427	schipperke
186	25	499	373	schipperke
15	67	251	381	schipperke
0	34	336	332	schipperke
57	17	212	246	schipperke
67	23	330	480	schipperke
167	42	346	364	schipperke
35	3	259	369	schipperke
302	149	496	292	schipperke
457	57	1302	1528	schipperke
143	176	287	373	schipperke
137	0	308	334	schipperke
101	154	965	1916	schipperke
61	20	303	446	schipperke
116	1	498	279	schipperke
54	33	422	277	schipperke
0	20	260	332	schipperke
88	0	307	315	schipperke
158	58	341	341	schipperke
267	67	466	374	schipperke
49	8	156	254	schipperke
10	52	453	492	schipperke
0	160	316	498	schipperke
32	59	456	333	schipperke
97	130	278	291	schipperke
0	7	208	177	schipperke
1	1	431	372	schipperke
12	2	234	233	schipperke
72	0	397	386	schipperke
8	142	201	374	schipperke
105	29	419	332	schipperke
10	3	499	322	schipperke
60	134	232	460	schipperke
150	0	302	238	schipperke
0	1	399	373	schipperke
93	35	458	322	schipperke
2	0	294	277	schipperke
151	214	231	345	schipperke
18	8	146	90	schipperke
67	85	464	338	schipperke
67	80	373	498	schipperke
73	70	394	303	schipperke
58	20	493	496	schipperke
0	0	408	374	schipperke
7	42	322	475	schipperke
4	55	179	276	schipperke
46	55	260	457	schipperke
66	137	236	485	schipperke
0	20	372	415	schipperke
0	63	170	487	schipperke
98	166	297	381	schipperke
242	70	499	332	schipperke
22	51	355	327	schipperke
56	0	372	498	schipperke
27	42	448	365	schipperke
18	15	485	299	schipperke
190	32	323	304	schipperke
231	86	492	281	schipperke
0	10	393	374	schipperke
1	43	437	374	schipperke
111	30	320	329	schipperke
61	74	361	332	schipperke
36	0	353	369	schipperke
129	59	344	248	schipperke
127	33	307	304	schipperke
64	164	184	345	schipperke
103	40	383	318	schipperke
10	76	321	497	schipperke
69	0	499	373	schipperke
30	33	265	443	schipperke
138	40	327	374	schipperke
80	115	373	441	schipperke
0	183	340	374	schipperke
0	18	216	336	schipperke
91	21	367	332	schipperke
73	10	405	498	schipperke
266	107	499	374	schipperke
2	2	398	498	schipperke
111	106	425	331	schipperke
164	54	498	374	schipperke
140	0	361	241	schipperke
82	56	291	440	schipperke
0	94	310	373	schipperke
26	3	350	242	schipperke
1	0	386	334	schipperke
98	85	499	374	schipperke
7	2	233	230	schipperke
248	23	408	245	schipperke
4	38	475	415	schipperke
19	20	133	200	schipperke
146	29	416	309	schipperke
109	2	394	374	schipperke
179	86	334	315	schipperke
141	48	311	374	schipperke
82	20	300	462	schipperke
2	3	279	295	schipperke
178	147	314	299	schipperke
89	0	407	368	schipperke
2	3	331	498	schipperke
170	0	499	332	schipperke
113	6	480	355	schipperke
142	0	433	332	schipperke
184	8	463	345	schipperke
51	17	298	374	schipperke
90	32	295	445	schipperke
10	45	319	473	schipperke
138	0	398	373	schipperke
100	36	314	315	schipperke
166	169	262	327	schipperke
272	175	359	298	schipperke
75	10	228	312	schipperke
133	271	368	498	schipperke
42	70	331	498	schipperke
106	84	389	317	schipperke
17	45	365	446	schipperke
144	23	321	245	schipperke
0	26	317	331	schipperke
70	88	274	396	schipperke
104	151	170	279	schipperke
0	60	353	413	schipperke
0	0	353	498	schipperke
22	0	189	239	schipperke
65	57	265	463	schipperke
394	113	499	230	schipperke
0	125	439	372	schipperke
43	94	462	286	schipperke
130	103	310	374	schipperke
0	26	265	393	schipperke
233	1	498	479	schipperke
61	29	328	301	schipperke
120	18	346	327	schipperke
0	13	317	498	schipperke
107	67	331	362	schipperke
180	95	304	287	schipperke
1	54	326	374	schipperke
197	53	407	267	schipperke
55	80	485	293	schipperke
23	14	425	517	schipperke
0	0	181	263	schipperke
37	10	482	368	schipperke
49	8	340	333	schipperke
105	0	480	273	schipperke
8	9	174	265	schipperke
139	30	484	374	schipperke
0	92	356	472	schipperke
0	0	332	498	schipperke
82	49	357	280	schipperke
37	11	372	498	schipperke
151	30	356	371	schipperke
205	130	453	367	groenendael
60	11	246	435	groenendael
0	75	256	438	groenendael
22	48	200	379	groenendael
68	46	518	581	groenendael
63	24	485	332	groenendael
30	51	264	445	groenendael
44	30	154	293	groenendael
6	8	130	200	groenendael
37	26	131	223	groenendael
56	14	397	433	groenendael
29	21	218	333	groenendael
11	6	147	239	groenendael
24	18	422	518	groenendael
103	153	212	325	groenendael
18	23	282	476	groenendael
285	192	657	513	groenendael
97	54	516	378	groenendael
100	21	302	492	groenendael
137	47	296	271	groenendael
107	42	399	299	groenendael
100	17	335	391	groenendael
140	11	475	461	groenendael
17	15	241	262	groenendael
163	106	391	483	groenendael
173	0	462	335	groenendael
168	0	469	374	groenendael
75	215	355	498	groenendael
96	14	379	326	groenendael
26	11	210	269	groenendael
110	1	498	497	groenendael
3	0	274	498	groenendael
1	25	173	259	groenendael
73	53	334	497	groenendael
147	64	450	286	groenendael
31	15	313	199	groenendael
116	111	323	274	groenendael
39	0	239	200	groenendael
75	0	298	445	groenendael
58	20	499	343	groenendael
56	26	284	453	groenendael
142	152	352	362	groenendael
5	18	307	313	groenendael
31	46	263	271	groenendael
37	1	443	411	groenendael
83	34	236	171	groenendael
6	5	386	447	groenendael
130	23	467	372	groenendael
0	62	220	498	groenendael
126	117	342	282	groenendael
35	23	379	374	groenendael
42	75	282	490	groenendael
0	202	237	485	groenendael
26	33	441	498	groenendael
107	39	369	373	groenendael
47	21	232	441	groenendael
1	50	355	498	groenendael
66	248	180	416	groenendael
0	4	399	439	groenendael
289	100	443	241	groenendael
129	47	499	348	groenendael
130	122	362	373	groenendael
15	49	296	445	groenendael
332	67	474	336	groenendael
35	48	497	324	groenendael
32	215	265	438	groenendael
16	93	328	471	groenendael
129	151	224	340	groenendael
